Org Unit,Org Unit Code,OU Short Name,Org Unit Id,Parent Id
Etchiyeni Outreach Clinic,,Etchiyeni Outreach Clinic,eIAOeysttTb,ySElKKfe6yc
Etchiyeni Village Clinic,,Etchiyeni Village Clinic,DyXlNj0rBVk,ySElKKfe6yc
Ethuleni Outreach Clinic,,Ethuleni Outreach Clinic,nli2qdvEWm1,a7zgH8mf2GX
Ethuleni Village Clinic,,Ethuleni Village Clinic,ghxvwcgY4QE,a7zgH8mf2GX
Etiwel Chawinga Outreach Clinic,,Etiwel Chawinga Outreach Clinic,sr81KkEYNhy,WZ18joAt6xW
Etiwel Chawinga Village Clinic,,Etiwel Chawinga Village Clinic,u0Y5WGkCXnD,WZ18joAt6xW
Eurology,,Eurology,Liyg1Jvlp9j,DOwQkYSluOZ
Euthini Rural Hospital,509,Euthini-RH,a7zgH8mf2GX,PoWQdy5S9Xi
Eva Demaya Centre,429,Eva Demaya Centre,crKYTgv7r7B,M8moEd4dNYo
Evangelical Outreach,,Evangelical Outreach,jMRKHjOq132,g9wv1lKcdzp
Evangelical Village Clinic,,Evangelical Village Clinic,zikU8wwfqqe,g9wv1lKcdzp
Ewombeni Outreach Clinic,,Ewombeni Outreach Clinic,rDVcxgj3lvh,ZROS5WSviIN
Ewombeni Village Clinic,,Ewombeni Village Clinic,MlcRyaQV66M,ZROS5WSviIN
Extending Hope Clinic,,EHC,CAyCsSvdwGv,LqUvHvI2ifc
Extending Hope Clinic,,EHC,uy5BU4EEAG8,ENQA7sOVrPw
